Customer_ID,Full_Name,Document_Type,Document_Number,Issue_Date,Expiry_Date,Issuing_Authority,Verification_Status,Risk_Level,Onboarding_Channel,KYC_Renewal_Date,Created_At,Business_Activity,Value_Domain,Data_Segment,Data_Domain
CUST65754,Trevor Davila,Bank Statement,BAN645658,2023-07-27,2030-07-01,Govt of India,Pending,Low,Branch Visit,2026-12-19,2023-01-24 20:25:59,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST28912,Andrew Oconnor,Employee ID,EMP657046,2023-02-10,2032-06-03,Regional Transport Office,Verified,Low,Agent Assisted,2026-10-22,2022-01-27 18:28:42,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST55503,Debbie Velasquez,Aadhaar Card,AAD529850,2023-02-18,2031-04-28,Election Commission,Rejected,Medium,Branch Visit,2026-06-12,2023-11-11 20:56:14,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST66822,Bradley Maldonado,PAN Card,PAN337777,2017-10-23,2031-04-20,Govt of India,Rejected,High,Online,2026-08-10,2023-03-31 19:46:22,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST50197,Elizabeth Hernandez,PAN Card,PAN877565,2020-03-31,2031-04-16,Regional Transport Office,Verified,Low,Online,2027-05-29,2022-10-20 07:38:36,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST82918,Samuel Morris,PAN Card,PAN105672,2024-02-27,2026-03-10,Election Commission,Verified,Low,Online,2027-09-30,2025-02-12 01:21:28,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST33047,Alec Walters,Voter ID,VOT988011,2020-01-28,2032-03-05,UIDAI,Rejected,Low,Agent Assisted,2026-06-14,2023-11-24 19:24:41,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST23118,Katrina Colon,Voter ID,VOT264215,2018-10-06,2031-10-05,UIDAI,Pending,High,Branch Visit,2027-03-25,2021-11-17 10:31:35,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST58940,Nicholas Haynes,Passport,PAS560629,2018-03-24,2031-01-11,UIDAI,Verified,Low,Agent Assisted,2025-12-13,2021-07-05 08:35:37,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST84293,Rhonda Grant,PAN Card,PAN180089,2021-03-03,2029-02-15,Income Tax Dept,Pending,High,Branch Visit,2026-07-13,2022-10-08 22:20:31,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST35085,Kayla Mendez,Voter ID,VOT184334,2016-04-16,2035-01-24,Regional Transport Office,Pending,Medium,Branch Visit,2026-07-31,2025-01-30 14:54:57,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST47743,Katherine Miller,Bank Statement,BAN763056,2020-10-08,2030-02-19,Election Commission,Rejected,High,Branch Visit,2026-12-06,2024-04-22 17:32:01,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST59511,Gary Caldwell,Driving License,DRI899592,2018-10-31,2031-03-25,Income Tax Dept,Rejected,Low,Online,2027-04-16,2023-09-10 05:03:20,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST81973,Olivia Miller,Bank Statement,BAN588584,2020-12-09,2035-05-30,UIDAI,Verified,Low,Online,2027-06-05,2024-12-09 23:11:33,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST16765,Thomas Lewis,Driving License,DRI922711,2018-01-07,2032-12-05,Regional Transport Office,Verified,High,Branch Visit,2027-04-09,2023-02-23 16:42:05,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST35340,Eric Williams,Bank Statement,BAN332708,2018-05-28,2034-02-13,UIDAI,Verified,Medium,Branch Visit,2027-09-20,2023-02-26 00:26:25,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST41412,Natasha Harvey,Voter ID,VOT797993,2021-07-16,2025-11-29,UIDAI,Pending,Medium,Online,2027-09-04,2022-03-16 04:46:11,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST82349,Bonnie Myers,Aadhaar Card,AAD459819,2020-09-01,2028-01-01,UIDAI,Pending,Medium,Branch Visit,2027-02-22,2020-12-24 16:11:27,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST67118,Matthew Ortega,Voter ID,VOT387296,2020-02-02,2026-06-07,Govt of India,Rejected,Medium,Agent Assisted,2026-08-15,2024-12-12 17:25:02,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST60929,Brian Parker,Driving License,DRI171339,2017-09-28,2032-11-12,UIDAI,Rejected,High,Agent Assisted,2026-04-08,2023-08-15 10:39:19,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST30253,Mr. Benjamin Hunter,Passport,PAS173719,2024-01-27,2032-08-03,Govt of India,Verified,Medium,Branch Visit,2026-09-12,2020-01-18 07:54:12,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST45670,Joshua Perez,Voter ID,VOT524432,2021-02-02,2030-04-27,Regional Transport Office,Rejected,High,Branch Visit,2026-02-13,2022-03-06 04:43:57,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST10383,Elizabeth Robinson,PAN Card,PAN197838,2024-05-21,2033-09-16,UIDAI,Verified,Low,Online,2026-11-18,2025-02-21 19:38:58,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST62289,Joy Willis,Aadhaar Card,AAD345473,2021-04-29,2032-09-17,Regional Transport Office,Pending,Medium,Branch Visit,2026-04-24,2024-08-05 05:50:19,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST11776,Vickie Yates,PAN Card,PAN950065,2023-08-09,2030-05-26,Govt of India,Pending,Low,Branch Visit,2026-08-23,2024-12-24 14:34:42,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST73818,Alexis Ramos,Bank Statement,BAN958805,2017-10-20,2033-10-12,Election Commission,Verified,Low,Agent Assisted,2026-10-11,2024-01-30 01:57:41,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST23718,Stacy Gates,PAN Card,PAN479674,2020-03-16,2030-06-26,UIDAI,Pending,High,Online,2027-04-14,2021-03-25 07:52:21,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST82551,Jessica Fitzgerald,Employee ID,EMP104287,2018-04-28,2033-03-01,Income Tax Dept,Verified,Low,Branch Visit,2027-06-05,2022-07-05 02:37:12,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST85472,Kayla Morrow,Driving License,DRI773984,2022-12-12,2034-12-26,Income Tax Dept,Rejected,Medium,Online,2026-06-13,2020-08-12 03:59:23,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST70330,Andrea Gomez,Aadhaar Card,AAD569157,2023-07-21,2025-11-27,Regional Transport Office,Verified,High,Branch Visit,2027-07-23,2025-09-05 22:04:38,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST48989,Tyler May,Employee ID,EMP621485,2019-01-15,2026-08-24,Election Commission,Verified,Low,Online,2026-01-02,2020-04-17 22:09:32,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST61213,Ashley Stuart DDS,Driving License,DRI116465,2020-09-29,2035-02-08,Election Commission,Pending,Low,Agent Assisted,2027-06-12,2023-03-24 08:41:16,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST80522,Heather Smith,Passport,PAS399024,2022-03-28,2030-07-23,Election Commission,Verified,Low,Branch Visit,2026-06-15,2020-06-20 21:47:35,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST66061,Gabriel Oneill,Driving License,DRI472585,2023-05-12,2032-03-31,UIDAI,Pending,Medium,Agent Assisted,2026-06-15,2025-03-18 16:24:38,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST77736,Christopher Guerrero,Driving License,DRI710508,2018-10-10,2035-08-23,Election Commission,Verified,Medium,Agent Assisted,2026-10-27,2022-11-25 06:12:15,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST80010,Jeanne Rasmussen,Employee ID,EMP965377,2022-09-17,2031-02-19,Election Commission,Rejected,Medium,Online,2026-10-18,2021-01-10 04:34:19,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST67113,Timothy Martin,Voter ID,VOT649099,2018-07-11,2034-07-15,Income Tax Dept,Pending,Low,Branch Visit,2026-05-08,2022-12-25 08:43:18,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST91203,Mary Drake,Driving License,DRI662569,2024-04-08,2032-05-23,UIDAI,Pending,Medium,Online,2027-04-19,2024-08-12 07:32:30,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST85318,Robert Porter,National ID,NAT298899,2018-12-12,2027-11-22,Regional Transport Office,Verified,Low,Agent Assisted,2025-12-20,2020-02-28 06:43:04,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST40744,Kristin Winters,Aadhaar Card,AAD327005,2023-06-08,2031-01-19,Election Commission,Verified,Medium,Agent Assisted,2027-07-03,2021-03-15 11:31:19,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST51905,Lauren Torres,National ID,NAT399350,2015-11-16,2032-07-27,Regional Transport Office,Verified,High,Branch Visit,2026-04-26,2021-07-07 12:59:40,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST19555,Christopher Poole,Driving License,DRI117339,2021-01-27,2028-03-19,Regional Transport Office,Verified,Low,Agent Assisted,2027-08-03,2020-12-04 02:19:51,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST13698,Samantha Ritter,Aadhaar Card,AAD421748,2019-11-01,2034-12-13,UIDAI,Verified,Low,Branch Visit,2027-03-18,2023-10-10 12:01:56,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST67531,Katherine French DVM,Driving License,DRI643352,2016-10-24,2028-11-08,Regional Transport Office,Verified,High,Agent Assisted,2026-03-18,2021-11-19 02:26:03,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST18152,Anthony Richardson,PAN Card,PAN128576,2021-02-24,2027-02-10,UIDAI,Rejected,Low,Agent Assisted,2027-01-23,2021-09-09 13:01:03,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST41217,Adam Lee,Employee ID,EMP762508,2022-11-27,2029-07-24,UIDAI,Rejected,Medium,Agent Assisted,2026-08-06,2022-02-13 17:07:29,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST95525,Emily Underwood,Driving License,DRI164377,2024-10-07,2033-07-22,Income Tax Dept,Verified,High,Agent Assisted,2026-10-31,2025-06-19 13:18:57,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST72831,Jake Hampton,Employee ID,EMP159798,2022-09-24,2031-03-24,Regional Transport Office,Pending,High,Branch Visit,2026-08-08,2020-08-10 00:49:37,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST85553,Julie King,PAN Card,PAN480081,2023-09-15,2031-10-15,Regional Transport Office,Verified,High,Online,2025-11-24,2023-02-24 00:29:19,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST50741,Catherine Woods,National ID,NAT996280,2017-05-08,2025-11-17,Govt of India,Rejected,Medium,Agent Assisted,2026-08-13,2021-03-13 15:12:30,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST79506,Lisa Lee,Employee ID,EMP783403,2019-12-06,2032-10-11,UIDAI,Pending,Low,Online,2026-03-21,2022-01-18 03:24:43,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST85951,Katrina Pitts,Voter ID,VOT724240,2021-03-31,2035-03-12,Income Tax Dept,Pending,Low,Agent Assisted,2027-02-08,2022-01-27 12:40:45,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST46181,Brett Olsen,National ID,NAT964734,2017-06-16,2033-05-10,UIDAI,Rejected,Medium,Agent Assisted,2027-05-07,2020-04-28 06:05:27,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST61696,Crystal Brown,PAN Card,PAN373652,2023-11-18,2030-01-02,Income Tax Dept,Verified,High,Online,2027-02-03,2023-08-03 09:07:23,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST37162,Stephanie Parker,Aadhaar Card,AAD150676,2020-02-10,2034-04-14,Election Commission,Pending,Low,Agent Assisted,2027-09-02,2020-06-25 20:02:26,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST99817,Christopher Henderson,Aadhaar Card,AAD619567,2017-07-03,2032-05-28,UIDAI,Verified,High,Branch Visit,2026-10-21,2022-10-15 15:37:28,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST95997,Benjamin Simmons,Employee ID,EMP913871,2020-01-12,2027-08-01,Regional Transport Office,Verified,Low,Online,2027-09-11,2023-06-13 17:40:54,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST53060,Rhonda Romero,Driving License,DRI388307,2022-02-02,2027-03-13,Govt of India,Rejected,High,Online,2027-04-25,2023-01-26 21:33:04,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST28742,Jenny Casey,Passport,PAS383583,2020-12-20,2027-05-27,Govt of India,Verified,High,Online,2025-12-17,2024-05-28 02:16:04,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST44759,Jeremy Neal,Bank Statement,BAN335280,2017-07-19,2031-11-09,UIDAI,Verified,Medium,Online,2027-02-08,2024-02-03 09:53:51,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST23493,Debbie Price,Passport,PAS555158,2015-12-11,2030-12-16,Regional Transport Office,Verified,Low,Agent Assisted,2027-03-22,2024-07-19 08:59:52,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST38137,John Williams,Employee ID,EMP712710,2017-08-28,2032-09-13,Regional Transport Office,Verified,High,Online,2025-11-29,2020-07-05 17:07:12,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST11729,Luis Griffin,Passport,PAS810219,2017-07-24,2027-03-27,Regional Transport Office,Rejected,Medium,Branch Visit,2026-05-03,2024-11-24 11:45:29,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST91067,Amy Martinez,Employee ID,EMP120797,2017-02-02,2026-12-28,UIDAI,Verified,High,Online,2026-07-08,2020-07-28 04:02:58,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST11951,Christopher Miller,PAN Card,PAN504222,2019-10-15,2034-05-13,Govt of India,Pending,High,Branch Visit,2027-04-08,2025-08-31 16:26:13,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST13505,Lauren Perry,PAN Card,PAN913317,2021-07-28,2032-06-08,Govt of India,Pending,Medium,Branch Visit,2027-04-13,2020-12-27 07:07:56,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST63600,Julie Mejia,Passport,PAS279937,2016-07-11,2031-01-27,Election Commission,Verified,Medium,Online,2026-07-06,2022-10-06 03:31:48,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST42200,Connie Stone,Employee ID,EMP700467,2017-09-25,2026-10-16,UIDAI,Verified,Medium,Branch Visit,2026-12-04,2024-10-31 14:27:36,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST27257,Danielle Nguyen,Aadhaar Card,AAD967854,2021-08-03,2027-03-31,Election Commission,Verified,Medium,Agent Assisted,2027-09-15,2021-03-20 17:49:36,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST80405,Jacob Davidson,Bank Statement,BAN710990,2024-06-27,2027-02-21,UIDAI,Verified,Low,Agent Assisted,2026-10-20,2021-03-25 02:57:53,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST51411,Nicole Davis,Voter ID,VOT568591,2017-05-30,2034-08-16,Govt of India,Verified,High,Branch Visit,2025-12-20,2023-04-18 06:09:42,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST52017,James Myers,Voter ID,VOT883212,2022-05-09,2031-09-24,Income Tax Dept,Pending,High,Branch Visit,2026-03-03,2024-05-27 23:19:48,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST33413,Gerald Brown,Bank Statement,BAN142590,2017-04-10,2031-01-31,Income Tax Dept,Verified,Medium,Agent Assisted,2027-02-24,2022-08-17 10:16:53,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST35998,Judy Pollard,Aadhaar Card,AAD945734,2022-05-17,2026-02-01,Election Commission,Rejected,High,Branch Visit,2027-04-02,2021-07-29 13:44:06,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST68727,Alan Taylor,Aadhaar Card,AAD283153,2018-05-28,2030-09-08,Regional Transport Office,Pending,High,Branch Visit,2026-02-26,2021-06-05 04:17:39,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST60202,George Kane,Aadhaar Card,AAD572618,2018-09-23,2029-04-29,Income Tax Dept,Rejected,Low,Agent Assisted,2027-08-25,2021-06-08 04:50:47,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST18662,Lisa Williams,Driving License,DRI189208,2016-05-14,2033-12-07,UIDAI,Rejected,Low,Branch Visit,2025-11-15,2024-07-13 16:42:13,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST55414,Leslie Lee,Aadhaar Card,AAD112104,2022-12-30,2034-05-11,Regional Transport Office,Verified,High,Agent Assisted,2026-12-24,2025-01-22 07:18:17,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST97576,Robert Lutz,Bank Statement,BAN717907,2020-04-01,2032-01-28,UIDAI,Verified,High,Branch Visit,2026-12-29,2021-06-02 16:16:42,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST97371,Amanda Russell,Voter ID,VOT242606,2017-01-05,2033-07-09,Income Tax Dept,Pending,High,Online,2026-01-09,2021-02-13 14:17:04,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST66294,Michael Anderson,Employee ID,EMP296531,2023-07-09,2035-08-11,Income Tax Dept,Verified,Low,Online,2025-11-25,2025-05-06 21:22:53,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST31995,Gina Tucker,Aadhaar Card,AAD140192,2020-10-26,2026-02-13,UIDAI,Verified,Low,Agent Assisted,2025-11-01,2020-11-21 18:00:16,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST27088,Blake Kelley,Employee ID,EMP448475,2023-10-26,2032-04-03,Income Tax Dept,Pending,High,Agent Assisted,2026-10-25,2022-03-10 04:15:33,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST92087,Jesse Morrow,National ID,NAT383250,2023-11-12,2030-04-01,UIDAI,Rejected,Low,Branch Visit,2027-06-22,2021-04-19 13:47:16,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST11463,Eric Lawson,Passport,PAS150429,2023-07-16,2030-09-29,Income Tax Dept,Rejected,High,Branch Visit,2026-04-17,2021-09-29 20:05:36,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST54320,Shaun Kerr,Aadhaar Card,AAD371186,2024-06-17,2030-09-21,Income Tax Dept,Rejected,Medium,Agent Assisted,2026-03-24,2025-02-15 03:09:22,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST24649,Heather Williams,Voter ID,VOT868045,2019-12-23,2029-06-04,Election Commission,Pending,Medium,Branch Visit,2026-07-29,2021-01-09 13:37:27,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST62325,Jeffrey Vincent,Driving License,DRI837476,2021-01-13,2034-09-09,UIDAI,Pending,Low,Agent Assisted,2025-12-01,2023-07-13 17:43:21,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST46218,David Lee,Aadhaar Card,AAD863999,2020-09-09,2026-04-10,Regional Transport Office,Verified,Low,Online,2027-09-17,2023-02-22 20:40:02,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST60571,Christopher Thompson,Passport,PAS283026,2018-08-13,2028-10-18,Govt of India,Verified,Medium,Online,2027-06-12,2021-03-26 21:26:16,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST45384,Christopher Wells,Voter ID,VOT626641,2023-07-27,2026-10-02,UIDAI,Verified,Low,Online,2026-08-19,2024-07-27 00:29:29,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST34698,Nathan Cardenas,Employee ID,EMP995148,2019-02-06,2027-08-15,Regional Transport Office,Pending,High,Branch Visit,2026-01-07,2024-10-16 18:58:28,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST28493,Rebecca Peterson,PAN Card,PAN312431,2022-08-21,2026-02-27,Income Tax Dept,Verified,Low,Branch Visit,2026-05-31,2022-03-27 10:55:23,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST71855,Valerie Aguilar,Passport,PAS125825,2016-12-14,2029-05-13,Income Tax Dept,Rejected,Medium,Online,2027-06-09,2023-07-10 06:13:54,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST77798,Audrey Sharp,PAN Card,PAN174364,2024-01-23,2033-06-11,Election Commission,Verified,High,Agent Assisted,2027-05-20,2024-10-29 07:51:15,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST22705,Jason Harrison,Aadhaar Card,AAD517038,2022-01-01,2033-12-25,Income Tax Dept,Pending,Medium,Agent Assisted,2026-12-20,2023-02-12 01:24:56,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST94611,Bobby Oconnell,National ID,NAT882994,2023-12-27,2029-07-21,UIDAI,Verified,Medium,Branch Visit,2025-10-20,2020-01-16 05:16:42,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST20201,Matthew Lawrence,National ID,NAT313132,2018-11-10,2034-06-28,Income Tax Dept,Verified,Low,Branch Visit,2026-07-01,2021-07-30 07:56:53,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST80375,Timothy Wilcox,Bank Statement,BAN853713,2022-11-03,2027-07-20,UIDAI,Rejected,Medium,Online,2025-12-18,2020-04-06 19:39:28,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST19868,Jonathan Smith,National ID,NAT133019,2022-02-09,2026-05-27,Regional Transport Office,Pending,High,Branch Visit,2027-01-27,2020-04-28 19:36:57,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST56131,Mario Arroyo,Passport,PAS141707,2022-06-19,2029-11-02,Govt of India,Verified,High,Agent Assisted,2027-03-24,2021-02-08 19:32:25,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST89466,Paula Stevens,Aadhaar Card,AAD435828,2023-07-22,2035-06-21,Election Commission,Rejected,Medium,Online,2025-11-07,2023-04-17 15:52:03,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST55335,Eric Sims,Driving License,DRI290231,2021-06-26,2034-01-10,Govt of India,Verified,Medium,Online,2027-06-03,2023-11-25 02:23:18,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST99774,Ellen Tucker,PAN Card,PAN732746,2021-11-13,2028-03-13,Income Tax Dept,Pending,High,Branch Visit,2026-07-13,2023-05-17 07:12:03,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST30739,Aaron Elliott DVM,Driving License,DRI498246,2020-07-27,2032-01-20,Govt of India,Rejected,Medium,Agent Assisted,2025-11-05,2022-10-17 17:40:46,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST62399,Joan Valdez,PAN Card,PAN563127,2019-12-24,2033-12-27,UIDAI,Pending,Low,Branch Visit,2026-07-22,2020-03-17 09:47:31,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST84015,Alexander Miller,PAN Card,PAN371546,2022-06-13,2028-07-04,Income Tax Dept,Verified,High,Branch Visit,2026-09-23,2020-05-12 19:08:29,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST74775,Michael Lester,National ID,NAT840676,2023-12-31,2028-06-03,Income Tax Dept,Rejected,Medium,Online,2026-02-19,2022-11-18 15:51:27,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST56676,Kimberly Murray,Voter ID,VOT491159,2022-08-16,2026-08-28,Regional Transport Office,Verified,High,Branch Visit,2026-01-26,2022-03-29 22:14:51,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST98070,Brenda Ward,Bank Statement,BAN822966,2016-01-20,2029-06-20,Election Commission,Pending,Medium,Branch Visit,2027-02-13,2024-09-19 05:43:35,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST70944,Jonathan Melton,Aadhaar Card,AAD222197,2022-08-25,2031-01-24,Regional Transport Office,Rejected,High,Branch Visit,2027-02-12,2020-06-17 14:22:16,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST82825,Justin Berger,Bank Statement,BAN999009,2018-02-08,2030-02-28,Govt of India,Rejected,Low,Online,2027-02-08,2021-05-06 16:45:47,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST68437,Brad Beck,Aadhaar Card,AAD604931,2016-04-08,2030-06-09,Election Commission,Pending,Medium,Online,2026-10-03,2021-05-29 07:45:08,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST37642,Mr. Guy Parsons MD,Voter ID,VOT763350,2017-02-06,2029-02-01,Govt of India,Pending,Low,Agent Assisted,2026-12-12,2021-06-16 07:11:27,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST66983,Ian Neal,Passport,PAS522850,2017-12-22,2031-03-28,UIDAI,Pending,Medium,Branch Visit,2025-10-19,2024-09-15 18:04:13,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST78176,Paul Andrews,Employee ID,EMP479685,2020-01-09,2030-12-24,Income Tax Dept,Pending,Medium,Branch Visit,2026-03-12,2021-11-11 15:33:04,Customer Identification Management,Customer,Identification,Customer Identification Documents
