Business Domain,Domain Segment,Data Segment,Business Activity,Value Domain,Data Domain,Task,Report ID,Department,Region,Report Status,Submission Date,Reviewer Name,Compliance Score,Remarks
Operational Risk,Compliance Governance,Regulatory Compliance,Audit Regulatory Processes,Transparency,Compliance Data,Validate Submissions,132980b2-277c-4a20-874f-b916f85589b8,Compliance,EMEA,In Review,2025-04-06,Charles Richardson,99.98,From seven provide window body guess try.
Risk Management,Regulatory Affairs,Reporting Compliance,Submit Compliance Filings,Transparency,Compliance Data,Validate Submissions,e5018505-650f-4048-a2c3-267cb97dd9cc,Operations,EMEA,Rejected,2025-04-23,Eric Martin,93.72,Star from everything box cell without.
Regulatory Oversight,Compliance Governance,Compliance Monitoring,Prepare Regulatory Reports,Compliance,Audit Data,Review Compliance Reports,e6d05523-9081-4e29-a739-293871751ee6,Finance,APAC,Pending,2025-08-01,Anthony Schmidt,79.56,Create statement weight personal maintain meeting.
Risk Management,Regulatory Affairs,Regulatory Compliance,Submit Compliance Filings,Governance,Audit Data,Validate Submissions,223407d2-2b44-4999-a026-ee66b1eec21e,Compliance,Americas,Pending,2025-08-25,Ian Flores,70.54,Point in attack around program hit season.
Operational Risk,Compliance Governance,Reporting Compliance,Audit Regulatory Processes,Transparency,Audit Data,Prepare Regulatory Reports,459cd033-015a-426c-b5c1-289bb20352c6,Compliance,Americas,Approved,2025-01-27,Joseph Mason,96.97,Want clearly care value.
Regulatory Oversight,Regulatory Affairs,Regulatory Compliance,Submit Compliance Filings,Transparency,Audit Data,Validate Submissions,15ecf88f-e62b-4958-8123-ddaef3fa7e3d,Compliance,APAC,Submitted,2025-09-10,Jessica Miller,85.36,Probably letter brother spend country position.
Operational Risk,Risk and Compliance Operations,Reporting Compliance,Audit Regulatory Processes,Governance,Regulatory Data,Review Compliance Reports,da3b47fd-e55c-4075-9d9f-c2cdad4fc491,Legal,EMEA,Submitted,2025-03-01,Matthew Mckee,88.95,Cover often carry may own however activity.
Operational Risk,Compliance Governance,Reporting Compliance,Submit Compliance Filings,Transparency,Audit Data,Review Compliance Reports,b4690601-04c3-4da8-84be-467718537a97,Legal,APAC,Approved,2025-09-02,Phillip Hall,73.74,Design former maybe instead author.
Regulatory Oversight,Compliance Governance,Reporting Compliance,Prepare Regulatory Reports,Compliance,Regulatory Data,Validate Submissions,357b044c-6013-4cb8-a055-5a9c20d60f58,Finance,EMEA,Rejected,2025-07-31,Eric Keller,98.1,Character wide treat price turn member wait.
Operational Risk,Regulatory Affairs,Reporting Compliance,Prepare Regulatory Reports,Governance,Regulatory Data,Prepare Regulatory Reports,1533f300-9233-4e1b-b836-391b64eb2e82,Finance,Americas,Pending,2025-07-09,Mr. Christopher Sanchez,83.95,Nothing huge probably much order tree.
Operational Risk,Regulatory Affairs,Reporting Compliance,Prepare Regulatory Reports,Governance,Audit Data,Prepare Regulatory Reports,d9b28256-08ef-4fb4-9168-4ece96f74757,Operations,Americas,Rejected,2025-07-17,Kevin Baker,87.61,Be change somebody son the but.
Operational Risk,Regulatory Affairs,Compliance Monitoring,Submit Compliance Filings,Transparency,Audit Data,Review Compliance Reports,2fe25115-0193-4266-9481-e0716d38048b,Finance,Americas,Submitted,2025-04-18,Ronald Mayer,90.63,Sing interest later create least often.
Operational Risk,Risk and Compliance Operations,Compliance Monitoring,Audit Regulatory Processes,Governance,Compliance Data,Validate Submissions,147f45f4-140a-4e79-a632-c92847c37703,Compliance,Americas,Submitted,2025-03-28,Anthony Lewis,76.4,Yet machine accept behavior force low.
Operational Risk,Compliance Governance,Reporting Compliance,Audit Regulatory Processes,Governance,Regulatory Data,Validate Submissions,6e546398-0c64-4724-96ce-ceddbb890f6d,Compliance,APAC,Pending,2025-04-21,Willie Allen,72.2,Sit charge tough major song fill but someone.
Risk Management,Risk and Compliance Operations,Reporting Compliance,Submit Compliance Filings,Governance,Audit Data,Prepare Regulatory Reports,2e843b54-a189-4957-8b24-1cac9d458eb9,Legal,EMEA,Submitted,2025-04-25,Sara Smith,88.92,Kind rest campaign act part attention would.
Operational Risk,Compliance Governance,Regulatory Compliance,Submit Compliance Filings,Transparency,Audit Data,Validate Submissions,5be7cca5-6c21-4434-9205-d98b8b5777fd,Compliance,APAC,Approved,2025-01-03,Courtney Johnston,80.98,Follow question example beyond drive doctor.
Risk Management,Compliance Governance,Reporting Compliance,Audit Regulatory Processes,Compliance,Audit Data,Prepare Regulatory Reports,07cce2c5-4f39-4d35-8395-ba7dfe2329ea,Finance,EMEA,Pending,2025-03-10,Tina Watson,72.18,Weight offer out Republican maybe strong.
Operational Risk,Regulatory Affairs,Compliance Monitoring,Submit Compliance Filings,Compliance,Audit Data,Validate Submissions,79ebb364-b55a-4755-baad-27caf836e066,Operations,EMEA,Submitted,2025-02-26,Matthew Bailey,79.35,Poor interesting analysis join man according authority.
Regulatory Oversight,Risk and Compliance Operations,Regulatory Compliance,Prepare Regulatory Reports,Compliance,Audit Data,Prepare Regulatory Reports,2ed54cde-b883-4917-9917-49fe8f58eb1a,Compliance,EMEA,In Review,2025-09-29,Joel Kirk,70.1,Financial force create check brother day lawyer deal.
Operational Risk,Compliance Governance,Compliance Monitoring,Prepare Regulatory Reports,Governance,Regulatory Data,Review Compliance Reports,f1bb32bf-a492-423a-bd77-fcb5b3c0159f,Operations,APAC,Rejected,2025-05-26,Tamara Salinas,70.64,Production get around respond couple you she.
Risk Management,Regulatory Affairs,Compliance Monitoring,Audit Regulatory Processes,Compliance,Compliance Data,Review Compliance Reports,03dbaabf-352c-424f-8e3a-149066320811,Finance,Americas,Pending,2025-10-13,Bruce Davis,83.91,Social move enough pay until program.
Operational Risk,Risk and Compliance Operations,Regulatory Compliance,Prepare Regulatory Reports,Transparency,Audit Data,Validate Submissions,8c619e00-cbde-4aee-b8d6-d6d03e7d1559,Finance,Americas,In Review,2025-04-27,Dean Johnson,81.12,Mean ago education affect.
Regulatory Oversight,Risk and Compliance Operations,Reporting Compliance,Prepare Regulatory Reports,Governance,Audit Data,Prepare Regulatory Reports,66680577-a6ed-4858-a4a7-270db0f47ddd,Operations,Americas,In Review,2025-08-26,Rachel Gregory PhD,90.37,Onto expert campaign what state own dark.
Risk Management,Compliance Governance,Regulatory Compliance,Audit Regulatory Processes,Governance,Regulatory Data,Review Compliance Reports,a14344e5-d9d9-4629-9a25-a1b3057b9626,Compliance,Americas,Pending,2025-06-07,William Murillo,85.08,Design machine example.
Risk Management,Risk and Compliance Operations,Compliance Monitoring,Prepare Regulatory Reports,Governance,Compliance Data,Review Compliance Reports,aaea267d-bcbf-4fab-a326-5a5f1711e042,Operations,Americas,Submitted,2025-03-29,Ian Bowen,71.11,Task indeed well child.
Risk Management,Risk and Compliance Operations,Regulatory Compliance,Prepare Regulatory Reports,Transparency,Audit Data,Review Compliance Reports,1ef7adaf-6a9c-44f3-bbe0-c87764ba45c8,Finance,EMEA,Rejected,2025-01-30,Patricia Lee,87.24,Civil customer treat take food.
Risk Management,Compliance Governance,Reporting Compliance,Audit Regulatory Processes,Transparency,Regulatory Data,Prepare Regulatory Reports,95dfeaeb-0e42-4cad-903b-0a963e416963,Legal,APAC,Approved,2025-02-02,Heather Smith,88.99,Teach low city recently appear place beat.
Operational Risk,Risk and Compliance Operations,Compliance Monitoring,Submit Compliance Filings,Governance,Audit Data,Prepare Regulatory Reports,8e04a3f0-f4b8-4e37-9077-65be0bb504ee,Legal,Americas,Rejected,2025-03-28,Curtis Heath,91.45,Respond speak during boy oil.
Operational Risk,Regulatory Affairs,Reporting Compliance,Audit Regulatory Processes,Transparency,Compliance Data,Review Compliance Reports,78929a25-b115-44e3-b978-5cc2bf835b8d,Legal,EMEA,Pending,2025-01-19,Daniel Arnold,81.99,Practice outside night shoulder morning.
Operational Risk,Risk and Compliance Operations,Compliance Monitoring,Audit Regulatory Processes,Governance,Audit Data,Review Compliance Reports,d30c2b7f-e84e-4e34-88ee-6d0d9882037a,Operations,APAC,In Review,2025-06-29,Nicole Hurley,78.15,And animal when one.
Risk Management,Risk and Compliance Operations,Reporting Compliance,Submit Compliance Filings,Governance,Regulatory Data,Review Compliance Reports,51995209-ff8d-4e67-af96-a83a6813b10f,Finance,EMEA,Submitted,2025-07-05,Donna Garcia,89.99,Alone adult agree lay attack early.
Operational Risk,Regulatory Affairs,Compliance Monitoring,Submit Compliance Filings,Governance,Compliance Data,Prepare Regulatory Reports,6e692e12-3094-41fb-8b89-c6677cc8218a,Finance,APAC,In Review,2025-02-03,Lauren King,97.08,North machine feeling reason baby head travel.
Operational Risk,Compliance Governance,Regulatory Compliance,Submit Compliance Filings,Compliance,Regulatory Data,Review Compliance Reports,b013b835-d90f-49d7-b446-f37ca3d46926,Finance,APAC,Approved,2025-06-11,Stephanie White,83.39,View push thing yet student popular.
Operational Risk,Risk and Compliance Operations,Compliance Monitoring,Submit Compliance Filings,Governance,Audit Data,Review Compliance Reports,fc4dd0d3-bf95-4f1e-8cd7-15fa21333942,Finance,Americas,Approved,2025-04-09,Paul Reyes,98.76,Writer call wear under tough candidate seven.
Regulatory Oversight,Regulatory Affairs,Reporting Compliance,Submit Compliance Filings,Compliance,Regulatory Data,Prepare Regulatory Reports,32d0806e-39ca-47a2-94fa-e988fccae7eb,Operations,Americas,Pending,2025-02-10,James Waters,80.2,Once wind professor send yes know.
Regulatory Oversight,Risk and Compliance Operations,Compliance Monitoring,Submit Compliance Filings,Compliance,Audit Data,Validate Submissions,310829fd-2b35-4f65-894a-73b948b96386,Operations,Americas,Submitted,2025-10-15,Rebecca Wang,74.45,Finally everyone game even others available visit.
Operational Risk,Regulatory Affairs,Regulatory Compliance,Submit Compliance Filings,Governance,Regulatory Data,Validate Submissions,b4c3e8f0-64c1-48f2-8b50-116812e6ff8d,Compliance,Americas,Rejected,2025-07-23,Taylor Lewis,93.79,Watch likely join information public institution chance.
Operational Risk,Regulatory Affairs,Reporting Compliance,Prepare Regulatory Reports,Transparency,Compliance Data,Review Compliance Reports,db1559e3-d17b-4a41-9356-9f56bb5e7961,Finance,Americas,Approved,2025-10-08,Valerie Stewart,74.73,Space like exist federal cold respond study old.
Operational Risk,Risk and Compliance Operations,Compliance Monitoring,Submit Compliance Filings,Transparency,Regulatory Data,Validate Submissions,c81d53af-1877-4dcd-89a7-58dfe5d90b12,Legal,Americas,Approved,2025-06-22,Dr. Christina Lawrence DDS,96.79,Capital question address fill positive one.
Regulatory Oversight,Compliance Governance,Compliance Monitoring,Submit Compliance Filings,Governance,Audit Data,Prepare Regulatory Reports,4dcc4a37-63e4-4689-804f-0945bd6b7995,Legal,APAC,Rejected,2025-01-29,Nicholas Henderson,84.94,International investment teach.
Risk Management,Regulatory Affairs,Regulatory Compliance,Audit Regulatory Processes,Transparency,Compliance Data,Review Compliance Reports,0a93684e-bf7a-437a-b81c-e0eaaa626ddb,Legal,EMEA,Submitted,2025-03-30,Dave Thompson,78.25,Half nothing soon test.
Risk Management,Compliance Governance,Compliance Monitoring,Prepare Regulatory Reports,Transparency,Audit Data,Validate Submissions,6d0806ef-c172-484e-967b-a6349293d834,Finance,EMEA,In Review,2025-09-28,Shannon Howe,81.17,Material hear suggest.
Risk Management,Risk and Compliance Operations,Compliance Monitoring,Prepare Regulatory Reports,Governance,Compliance Data,Prepare Regulatory Reports,b5e1b609-a241-4b3a-93d9-f9bb4512f168,Finance,Americas,Submitted,2025-07-30,Eduardo Mckenzie,88.53,Whose goal choice result director marriage despite common.
Risk Management,Regulatory Affairs,Reporting Compliance,Prepare Regulatory Reports,Compliance,Compliance Data,Review Compliance Reports,5abe4b60-88c6-402a-b492-00a053063477,Legal,APAC,Rejected,2025-04-09,Kenneth Wilkinson,72.19,Actually step view north life film ever.
Regulatory Oversight,Risk and Compliance Operations,Reporting Compliance,Audit Regulatory Processes,Governance,Compliance Data,Validate Submissions,798ada2a-edfc-4be1-a254-b4e739da31d6,Legal,APAC,Rejected,2025-10-15,Steven Park,74.82,Service hundred treat save writer ground.
Regulatory Oversight,Regulatory Affairs,Compliance Monitoring,Audit Regulatory Processes,Transparency,Regulatory Data,Prepare Regulatory Reports,35ce3807-80c2-41d7-bfd5-cdafb5f28866,Legal,APAC,In Review,2025-06-27,Adam Howard,87.48,Since while cover discover Democrat.
Risk Management,Regulatory Affairs,Reporting Compliance,Prepare Regulatory Reports,Transparency,Audit Data,Prepare Regulatory Reports,80517cfa-2307-4a49-926c-537d52e98d36,Legal,EMEA,Submitted,2025-10-06,Mr. Gregory Neal DDS,84.76,Show beyond they make production since computer.
Risk Management,Regulatory Affairs,Compliance Monitoring,Prepare Regulatory Reports,Compliance,Regulatory Data,Validate Submissions,63e7c673-7a69-4f95-8c24-4b132f59b323,Compliance,Americas,Submitted,2025-03-06,Ann Johnson,76.4,Education discussion church commercial exist exactly.
Risk Management,Risk and Compliance Operations,Reporting Compliance,Audit Regulatory Processes,Governance,Regulatory Data,Prepare Regulatory Reports,be556ba3-4d28-41f4-8f4a-6103b56b6b80,Finance,EMEA,Rejected,2025-03-19,Nicole Murphy,99.91,Food sport list add.
Operational Risk,Compliance Governance,Compliance Monitoring,Prepare Regulatory Reports,Governance,Compliance Data,Prepare Regulatory Reports,39772806-a071-41df-acb0-a76a952aa39c,Legal,Americas,Approved,2025-04-13,Karen Juarez,70.26,Garden appear behind interesting listen.
Regulatory Oversight,Compliance Governance,Reporting Compliance,Prepare Regulatory Reports,Transparency,Compliance Data,Review Compliance Reports,e131a234-e29b-417f-a10d-2e5d2fe1397d,Compliance,Americas,Approved,2025-08-13,Mary Dougherty,89.56,Friend born tend scientist analysis social.
Regulatory Oversight,Regulatory Affairs,Regulatory Compliance,Submit Compliance Filings,Governance,Regulatory Data,Review Compliance Reports,39a45540-dcd7-4505-a77c-fe9f3fe1bceb,Operations,EMEA,Submitted,2025-08-08,Angela Mitchell,87.88,Camera amount seek school.
Operational Risk,Risk and Compliance Operations,Compliance Monitoring,Submit Compliance Filings,Compliance,Audit Data,Review Compliance Reports,e6406109-ffa4-4a5d-a14d-5186f1d4abdf,Operations,EMEA,Approved,2025-02-22,Katrina Aguilar,72.67,Present professional to from event medical term.
Risk Management,Regulatory Affairs,Regulatory Compliance,Prepare Regulatory Reports,Compliance,Audit Data,Review Compliance Reports,16684fdb-56da-4fa3-85a5-ec03783c9c56,Compliance,EMEA,Rejected,2025-07-05,Charles Ruiz,71.94,Finish about attack miss appear local.
Regulatory Oversight,Regulatory Affairs,Regulatory Compliance,Submit Compliance Filings,Compliance,Audit Data,Review Compliance Reports,d555ce7f-8126-4fa5-bde6-af25a711e53f,Finance,EMEA,In Review,2025-04-23,Joel Calhoun,80.61,Along worry put direction protect.
Regulatory Oversight,Compliance Governance,Regulatory Compliance,Submit Compliance Filings,Governance,Audit Data,Validate Submissions,a8fe8044-abb4-4fb1-bc6e-a96b8d14fe59,Compliance,APAC,Pending,2025-10-11,Donald Garner,97.1,Seven stand candidate heart.
Operational Risk,Regulatory Affairs,Reporting Compliance,Prepare Regulatory Reports,Governance,Regulatory Data,Review Compliance Reports,b98117b2-e6ae-4812-90ec-2f1a9f7a5caa,Operations,APAC,Rejected,2025-09-06,Eric Myers,76.56,Right drop marriage fast rate model.
Operational Risk,Compliance Governance,Reporting Compliance,Prepare Regulatory Reports,Compliance,Compliance Data,Prepare Regulatory Reports,1df80818-22bc-4fde-ae47-4a242ab1c33a,Compliance,EMEA,Pending,2025-10-15,Angelica Duncan,95.95,Station sense key peace before specific generation rich.
Regulatory Oversight,Regulatory Affairs,Compliance Monitoring,Submit Compliance Filings,Compliance,Audit Data,Validate Submissions,40d93d5b-0757-4cdc-848a-1a85c36379d9,Legal,APAC,Pending,2025-06-26,Sabrina Ortiz,75.33,Strategy see follow.
Operational Risk,Compliance Governance,Reporting Compliance,Audit Regulatory Processes,Transparency,Regulatory Data,Prepare Regulatory Reports,613a82d7-4301-4eda-bf45-c12c0a76e6a1,Legal,APAC,Pending,2025-02-21,Joseph Freeman,85.05,Improve economic recent simply trial politics else.
Regulatory Oversight,Risk and Compliance Operations,Compliance Monitoring,Submit Compliance Filings,Transparency,Compliance Data,Review Compliance Reports,2e2f6f68-685c-4ca6-9557-bcb5cf66c582,Operations,EMEA,Rejected,2025-08-29,Jessica Reid,84.59,Position send happy personal work option big.
Risk Management,Risk and Compliance Operations,Reporting Compliance,Audit Regulatory Processes,Compliance,Regulatory Data,Validate Submissions,571a722a-6f79-4ff5-a262-9e5f32774454,Compliance,APAC,Rejected,2025-09-18,Summer Myers,84.95,Through trade factor determine better collection.
Operational Risk,Regulatory Affairs,Reporting Compliance,Audit Regulatory Processes,Compliance,Regulatory Data,Prepare Regulatory Reports,43952f72-e8f6-4d1b-9c69-272131faa15d,Compliance,EMEA,Approved,2025-02-26,Thomas Gonzales,92.86,Career tree Democrat past see product increase.
Operational Risk,Risk and Compliance Operations,Compliance Monitoring,Audit Regulatory Processes,Transparency,Regulatory Data,Review Compliance Reports,34dbc5ae-1177-4e7a-8034-611c6d81767b,Compliance,EMEA,Approved,2025-03-20,Andrea Holland,76.91,Effort response third generation work easy since.
Risk Management,Compliance Governance,Compliance Monitoring,Audit Regulatory Processes,Governance,Compliance Data,Review Compliance Reports,31f639d1-c354-4268-ad4c-6dc4ff47a053,Finance,Americas,In Review,2025-07-02,Melanie Hall,93.8,Miss simply though open because role heavy.
Regulatory Oversight,Regulatory Affairs,Compliance Monitoring,Audit Regulatory Processes,Transparency,Audit Data,Validate Submissions,898d5a34-67df-4809-89e4-ea22d79c8826,Legal,EMEA,Approved,2025-02-27,Robert Fowler,78.74,Me word memory land head.
Operational Risk,Regulatory Affairs,Reporting Compliance,Prepare Regulatory Reports,Governance,Compliance Data,Validate Submissions,8640718b-f62b-4b7d-a2b3-d7e4170270e5,Finance,APAC,Approved,2025-03-09,Tricia Wilson,77.75,Everything bed care available much deep.
Regulatory Oversight,Risk and Compliance Operations,Compliance Monitoring,Prepare Regulatory Reports,Compliance,Audit Data,Validate Submissions,54932bcb-f38b-4d49-b8ab-7413c6432bda,Finance,EMEA,Submitted,2025-01-21,Anne Anderson,73.42,Matter second chair especially.
Operational Risk,Risk and Compliance Operations,Compliance Monitoring,Prepare Regulatory Reports,Transparency,Compliance Data,Validate Submissions,89677e4c-1d8f-46fa-9078-cb1c235043d9,Legal,Americas,Rejected,2025-07-13,Andrea Terry,84.21,Across receive guess entire before decide city summer.
Regulatory Oversight,Compliance Governance,Regulatory Compliance,Audit Regulatory Processes,Compliance,Compliance Data,Prepare Regulatory Reports,b53ff33d-47f5-4c97-bdac-65b3928edd37,Legal,APAC,Submitted,2025-07-12,Paul Carter,88.21,There police sense.
Regulatory Oversight,Compliance Governance,Regulatory Compliance,Audit Regulatory Processes,Compliance,Audit Data,Review Compliance Reports,88da58b1-c1ac-4dfc-a114-0a554fc28a62,Compliance,Americas,Submitted,2025-01-27,Charles Norman,73.17,Pressure let senior.
Regulatory Oversight,Regulatory Affairs,Reporting Compliance,Submit Compliance Filings,Governance,Regulatory Data,Prepare Regulatory Reports,c38b5580-ba0a-442e-975b-9a359c587611,Finance,Americas,Submitted,2025-01-12,Richard Meyer,84.88,Public herself talk reality indeed.
Risk Management,Regulatory Affairs,Compliance Monitoring,Submit Compliance Filings,Compliance,Audit Data,Validate Submissions,90e1dbe3-b086-41e1-9a41-6f300ad4c764,Operations,EMEA,Rejected,2025-03-22,Kimberly Hughes,99.98,Somebody follow return couple success.
Operational Risk,Regulatory Affairs,Regulatory Compliance,Submit Compliance Filings,Compliance,Audit Data,Validate Submissions,bbeba79c-cb65-4a2c-96a9-e9ca9d4c9c75,Finance,APAC,In Review,2025-06-06,Briana Beck,91.45,Up well happy degree head color mission.
Risk Management,Regulatory Affairs,Regulatory Compliance,Audit Regulatory Processes,Governance,Compliance Data,Prepare Regulatory Reports,4c74312c-5fad-4e23-b70d-7bda7788b296,Operations,APAC,In Review,2025-06-05,Deanna Smith,98.64,Owner expect figure idea.
Operational Risk,Compliance Governance,Compliance Monitoring,Audit Regulatory Processes,Compliance,Regulatory Data,Review Compliance Reports,efc09793-9ccb-4443-9eb8-f7347e904a8d,Legal,APAC,Rejected,2025-07-12,Randall Goodman,87.56,Guy hold pick foot.
Risk Management,Risk and Compliance Operations,Compliance Monitoring,Prepare Regulatory Reports,Governance,Regulatory Data,Validate Submissions,159a57ef-2de5-4b83-ba53-0d70c7b244f9,Compliance,Americas,Pending,2025-04-22,Stephen Owens,76.08,My citizen cut yard catch fire.
Regulatory Oversight,Regulatory Affairs,Regulatory Compliance,Submit Compliance Filings,Governance,Compliance Data,Review Compliance Reports,23327d6f-4859-4e06-8ada-33b7439d6c9f,Finance,EMEA,Submitted,2025-01-10,Jonathon Hunt,73.11,Down available discussion job economy.
Operational Risk,Regulatory Affairs,Reporting Compliance,Audit Regulatory Processes,Transparency,Compliance Data,Prepare Regulatory Reports,51c41d35-3fdf-42fc-ac4a-e63339cadd83,Legal,Americas,Pending,2025-06-25,Charles Stark,89.02,Idea specific inside create structure station job about.
Operational Risk,Compliance Governance,Compliance Monitoring,Submit Compliance Filings,Transparency,Compliance Data,Review Compliance Reports,81cbae13-76de-4c44-8819-29d98196c5cc,Operations,EMEA,In Review,2025-09-03,Christina Gallegos,91.05,Decision him building right.
Regulatory Oversight,Regulatory Affairs,Compliance Monitoring,Prepare Regulatory Reports,Governance,Compliance Data,Prepare Regulatory Reports,4c84a609-c281-4816-b0b6-006f115e64bb,Operations,Americas,Approved,2025-03-02,Shelby Horton,80.62,Color other rather.
Risk Management,Compliance Governance,Compliance Monitoring,Submit Compliance Filings,Governance,Regulatory Data,Prepare Regulatory Reports,cda88e12-825c-4f9a-b830-1fb67ec95301,Legal,APAC,Rejected,2025-05-17,Calvin Crawford,99.87,Production inside artist order address natural.
Regulatory Oversight,Risk and Compliance Operations,Reporting Compliance,Submit Compliance Filings,Transparency,Compliance Data,Validate Submissions,6a5bb9fe-7e88-4c0d-88db-6409a415e44b,Legal,APAC,Approved,2025-05-06,Ronald Thompson,98.64,Central into college business control far.
Regulatory Oversight,Risk and Compliance Operations,Compliance Monitoring,Submit Compliance Filings,Transparency,Audit Data,Review Compliance Reports,01641522-049b-4408-b535-9ffc8a1f9657,Operations,APAC,Approved,2025-05-17,John Rodriguez,70.66,Middle project activity race whether program teach.
Regulatory Oversight,Regulatory Affairs,Reporting Compliance,Submit Compliance Filings,Governance,Compliance Data,Validate Submissions,9fcf5e98-d750-49cb-a18f-762a362bd714,Legal,APAC,Rejected,2025-08-20,Taylor Wells,79.76,Heavy dog ago allow.
Regulatory Oversight,Regulatory Affairs,Compliance Monitoring,Submit Compliance Filings,Governance,Compliance Data,Prepare Regulatory Reports,56e42e4c-be55-437f-a60f-3cfb19aaa47c,Legal,EMEA,Rejected,2025-09-20,Max Sexton,92.79,Trade manage home himself.
Risk Management,Regulatory Affairs,Compliance Monitoring,Prepare Regulatory Reports,Compliance,Audit Data,Prepare Regulatory Reports,8520bd57-0fa0-48aa-876c-6c235759059d,Finance,Americas,In Review,2025-05-25,Zachary Jordan,75.32,Election body resource bag quite.
Risk Management,Compliance Governance,Regulatory Compliance,Audit Regulatory Processes,Governance,Compliance Data,Prepare Regulatory Reports,c02b391f-8930-4480-b7df-4722fc0282fc,Compliance,EMEA,Rejected,2025-02-24,Matthew Lopez,93.92,Learn fast level discussion employee.
Risk Management,Compliance Governance,Compliance Monitoring,Prepare Regulatory Reports,Governance,Regulatory Data,Validate Submissions,93939025-7467-40f2-8484-c6a876a565a4,Compliance,EMEA,In Review,2025-08-09,Juan Jones,81.76,Election employee and here name price.
Operational Risk,Risk and Compliance Operations,Compliance Monitoring,Submit Compliance Filings,Governance,Compliance Data,Review Compliance Reports,39930473-ccc0-4d1c-b24d-6a6878c5313a,Finance,APAC,Pending,2025-05-30,Andrea Carpenter,92.64,Test draw couple field nation have any.
Risk Management,Risk and Compliance Operations,Reporting Compliance,Submit Compliance Filings,Governance,Audit Data,Validate Submissions,8710c025-8d1a-493e-aa9f-11779fff13b6,Operations,APAC,In Review,2025-05-26,Elijah Lawson,92.33,Child institution or green plan.
Regulatory Oversight,Risk and Compliance Operations,Regulatory Compliance,Prepare Regulatory Reports,Compliance,Audit Data,Prepare Regulatory Reports,1ec86933-47c9-4abb-b228-58d08604db86,Finance,EMEA,Approved,2025-09-23,Carrie Vargas,94.09,Fall firm face boy area.
Regulatory Oversight,Risk and Compliance Operations,Reporting Compliance,Audit Regulatory Processes,Governance,Audit Data,Prepare Regulatory Reports,503e0635-a900-4169-862f-a1fc0363ba1a,Legal,APAC,Rejected,2025-02-19,Rebecca White,95.03,Language be service imagine color woman.
Regulatory Oversight,Compliance Governance,Compliance Monitoring,Audit Regulatory Processes,Compliance,Audit Data,Validate Submissions,a141b34d-3dca-4d92-99da-8198c021b2f9,Compliance,Americas,Rejected,2025-02-01,Jennifer Jordan,90.87,Amount here bar discuss everybody make education.
Risk Management,Regulatory Affairs,Regulatory Compliance,Prepare Regulatory Reports,Compliance,Compliance Data,Prepare Regulatory Reports,2eff1137-b963-400e-9441-f37a14fa2331,Legal,EMEA,Rejected,2025-04-04,Sarah Peterson,89.51,Pretty because should range person realize.
Regulatory Oversight,Compliance Governance,Reporting Compliance,Audit Regulatory Processes,Transparency,Audit Data,Review Compliance Reports,4d870ca1-7bd9-4a8c-8735-4b735e64f4cb,Compliance,APAC,In Review,2025-09-19,Jennifer Blackwell,80.28,Raise evening thought.
Risk Management,Compliance Governance,Compliance Monitoring,Audit Regulatory Processes,Transparency,Compliance Data,Review Compliance Reports,6056d92d-c2aa-41ec-992a-27fb23d59f6b,Operations,Americas,Approved,2025-03-27,Jessica Miranda,75.34,Discussion gun artist series here level despite.
Regulatory Oversight,Compliance Governance,Compliance Monitoring,Prepare Regulatory Reports,Transparency,Compliance Data,Prepare Regulatory Reports,4a3620aa-4060-499b-80e8-43bb80620742,Finance,EMEA,Pending,2025-01-30,Joy Gonzalez,88.94,First lead day employee road indicate international.
Operational Risk,Risk and Compliance Operations,Compliance Monitoring,Prepare Regulatory Reports,Transparency,Compliance Data,Validate Submissions,aa3c9ad9-6823-44ed-b81e-bdbc7fe83ce2,Operations,Americas,In Review,2025-04-17,Frederick Henderson,96.0,Star program finish office teacher east.
Operational Risk,Risk and Compliance Operations,Reporting Compliance,Submit Compliance Filings,Transparency,Regulatory Data,Validate Submissions,263b1a84-fef6-4452-aeb6-330aee27f16b,Finance,Americas,In Review,2025-09-19,Charles Mcclain,72.48,Voice possible fund understand.
Risk Management,Compliance Governance,Regulatory Compliance,Submit Compliance Filings,Compliance,Compliance Data,Validate Submissions,ababd4f7-5958-450a-8825-748eff1cf244,Finance,EMEA,In Review,2025-01-17,Cheryl Nicholson,92.2,Off state each government day.
Risk Management,Compliance Governance,Regulatory Compliance,Submit Compliance Filings,Governance,Regulatory Data,Prepare Regulatory Reports,258718a4-07f4-4ae9-b3e9-6925e338d9b6,Compliance,EMEA,Rejected,2025-04-26,Emily Vazquez,71.14,Production soldier from assume support baby my.
Operational Risk,Compliance Governance,Compliance Monitoring,Audit Regulatory Processes,Governance,Regulatory Data,Review Compliance Reports,ed5f0371-15ff-40b2-a95f-5e3760f96775,Compliance,Americas,Approved,2025-08-18,Anthony Martinez,81.31,Land energy coach western I article.
Operational Risk,Compliance Governance,Compliance Monitoring,Submit Compliance Filings,Governance,Regulatory Data,Review Compliance Reports,f8694762-c911-49aa-978d-a03b70725db2,Compliance,EMEA,Approved,2025-06-08,Dennis Pruitt,83.85,Hard long morning.
Risk Management,Regulatory Affairs,Compliance Monitoring,Prepare Regulatory Reports,Governance,Regulatory Data,Prepare Regulatory Reports,1c0e678d-6471-44bc-8bae-bce9df6227d4,Operations,Americas,Pending,2025-02-09,Antonio Brown,87.96,Around season material.
