feedback_id,customer_id,customer_name,product_category,product_name,feedback_channel,feedback_date,feedback_type,feedback_score,comments,agent_id,response_time_hrs,region,value_domain,data_segment,data_domain
FDB100417,CUST14135,Amy Crane,Sports,SPO-182,Email,2025-04-03,Suggestion,1,Though development name Congress class information.,AGT968,23.07,Central,Process,Customer Servicing,Product Feedback
FDB100418,CUST16290,Dillon Robinson,Furniture,FUR-650,Email,2024-11-05,Suggestion,5,Owner mission according size sell these base land.,AGT558,2.69,South,Process,Customer Servicing,Product Feedback
FDB100419,CUST16403,Christopher Montgomery,Sports,SPO-475,In-Store Kiosk,2025-01-14,Complaint,4,Economy though product shake morning letter study.,AGT694,36.09,Central,Process,Customer Servicing,Product Feedback
FDB100420,CUST18270,Patrick Hoffman,Furniture,FUR-359,Mobile App,2024-11-20,Negative,2,Drive brother process gas expect analysis film space top begin case summer necessary tree learn data woman put.,AGT622,31.51,West,Process,Customer Servicing,Product Feedback
FDB100421,CUST13467,Christine Simpson,Furniture,FUR-620,Email,2024-10-28,Suggestion,2,Myself thing enter sport reality light at hotel year your.,AGT461,8.15,South,Process,Customer Servicing,Product Feedback
FDB100422,CUST10476,Crystal Chavez,Electronics,ELE-726,In-Store Kiosk,2025-07-18,Neutral,5,Even a employee meeting.,AGT189,4.55,Central,Process,Customer Servicing,Product Feedback
FDB100423,CUST19231,Kevin Jones,Automobile,AUT-794,Email,2025-04-03,Positive,7,Feeling sea bank city Mr fear bank material and you former job.,AGT115,16.2,South,Process,Customer Servicing,Product Feedback
FDB100424,CUST16759,Brianna Munoz,Sports,SPO-813,Email,2025-05-21,Suggestion,8,Purpose themselves bad long able.,AGT946,41.33,North,Process,Customer Servicing,Product Feedback
FDB100425,CUST19363,Dr. Darrell Mercado,Healthcare,HEA-419,Social Media,2024-12-02,Negative,4,East always answer concern fact sport loss might head arrive ten.,AGT213,41.87,Central,Process,Customer Servicing,Product Feedback
FDB100426,CUST10314,Jason Brown,Sports,SPO-502,Email,2025-01-08,Suggestion,10,Yard particular bill newspaper detail true his claim health political.,AGT783,22.13,South,Process,Customer Servicing,Product Feedback
FDB100427,CUST15832,Leslie Stuart,Healthcare,HEA-766,Social Media,2024-12-02,Negative,1,Sit for red already.,AGT571,46.8,West,Process,Customer Servicing,Product Feedback
FDB100428,CUST13896,Linda Stevens,Fashion,FAS-873,In-Store Kiosk,2025-10-10,Suggestion,1,It lay partner bring that hundred lawyer.,AGT137,32.77,West,Process,Customer Servicing,Product Feedback
FDB100429,CUST18092,Belinda Wallace,Fashion,FAS-504,Email,2025-09-05,Negative,4,Condition before maintain mention local water ground.,AGT957,16.59,West,Process,Customer Servicing,Product Feedback
FDB100430,CUST18946,Lisa Griffin,Appliances,APP-413,Web Portal,2025-05-10,Negative,3,It national while performance space first by find.,AGT172,47.19,Central,Process,Customer Servicing,Product Feedback
FDB100431,CUST19355,Ray Edwards,Healthcare,HEA-833,Social Media,2025-07-07,Positive,4,Participant get kind move lose throw action shake in money quality enough story turn.,AGT124,29.49,East,Process,Customer Servicing,Product Feedback
FDB100432,CUST18987,Christine Romero,Fashion,FAS-320,Email,2025-09-24,Suggestion,10,Poor chance what main pick point.,AGT362,11.74,East,Process,Customer Servicing,Product Feedback
FDB100433,CUST12363,Taylor Johnson,Sports,SPO-319,Email,2025-06-25,Positive,2,Difference project almost goal material rather long.,AGT584,31.72,East,Process,Customer Servicing,Product Feedback
FDB100434,CUST11325,Virginia Johnson,Electronics,ELE-355,Email,2025-03-18,Complaint,8,Before personal compare difference country book fight heavy.,AGT946,6.55,North,Process,Customer Servicing,Product Feedback
FDB100435,CUST14154,James Boyd,Sports,SPO-501,In-Store Kiosk,2025-05-20,Negative,1,With senior still opportunity whatever blue listen.,AGT957,28.52,Central,Process,Customer Servicing,Product Feedback
FDB100436,CUST10421,Julie Perez,Automobile,AUT-828,In-Store Kiosk,2025-07-01,Suggestion,1,Force include let sure more smile media three baby agreement staff.,AGT430,2.44,North,Process,Customer Servicing,Product Feedback
FDB100437,CUST15841,Kristin Douglas,Sports,SPO-524,Web Portal,2025-01-05,Positive,8,General city people become bring maybe his create.,AGT994,8.74,South,Process,Customer Servicing,Product Feedback
FDB100438,CUST19101,Michael Smith,Electronics,ELE-957,Social Media,2025-03-03,Complaint,7,Artist management truth expect particular doctor picture care strong hundred because.,AGT849,29.36,Central,Process,Customer Servicing,Product Feedback
FDB100439,CUST17691,Felicia Snyder,Sports,SPO-848,Web Portal,2025-06-09,Neutral,1,Also pattern doctor effect fill ago analysis road forward.,AGT231,2.13,West,Process,Customer Servicing,Product Feedback
FDB100440,CUST15825,Stephanie Alvarado,Fashion,FAS-228,Web Portal,2025-07-08,Complaint,1,Whose weight city management floor.,AGT333,15.25,Central,Process,Customer Servicing,Product Feedback
FDB100441,CUST12454,Juan Finley,Healthcare,HEA-437,Email,2025-07-21,Positive,3,Material candidate affect interest bit ready until huge medical mouth pass edge near here.,AGT501,23.4,West,Process,Customer Servicing,Product Feedback
FDB100442,CUST11145,Andrea Mathis,Furniture,FUR-213,Web Portal,2025-10-08,Positive,3,Though century strong direction wind same need difference would center sea cut crime piece.,AGT485,46.11,North,Process,Customer Servicing,Product Feedback
FDB100443,CUST12181,Holly Joyce,Furniture,FUR-453,In-Store Kiosk,2025-01-21,Negative,4,Order town individual economy control growth black summer.,AGT889,39.67,South,Process,Customer Servicing,Product Feedback
FDB100444,CUST12951,William Haynes,Appliances,APP-863,Mobile App,2025-03-06,Positive,6,Growth culture I time whom teacher start those pretty chance section major hold generation stock.,AGT223,2.46,Central,Process,Customer Servicing,Product Feedback
FDB100445,CUST13541,Michelle Brown,Furniture,FUR-379,In-Store Kiosk,2024-10-31,Suggestion,1,Section officer believe heavy soldier rock too capital laugh few alone under director professor charge there best break left seem.,AGT457,14.51,West,Process,Customer Servicing,Product Feedback
FDB100446,CUST10983,Susan Jackson,Electronics,ELE-602,Mobile App,2025-06-06,Negative,9,Hour line his daughter itself range list feeling why wind personal join media exist now factor source natural water top.,AGT343,2.82,West,Process,Customer Servicing,Product Feedback
FDB100447,CUST18267,Jason Day,Sports,SPO-651,Email,2025-01-13,Negative,3,Late responsibility suffer dream research.,AGT665,32.09,Central,Process,Customer Servicing,Product Feedback
FDB100448,CUST12005,Laura Gilbert,Healthcare,HEA-426,In-Store Kiosk,2025-07-20,Suggestion,1,Region question these ready them as fish moment cause theory guess wrong shake better walk white citizen.,AGT783,9.11,Central,Process,Customer Servicing,Product Feedback
FDB100449,CUST13680,Devin Johnson,Sports,SPO-371,Mobile App,2025-04-12,Neutral,3,Common whom model type.,AGT847,30.53,North,Process,Customer Servicing,Product Feedback
FDB100450,CUST11530,Amy Johnson,Appliances,APP-491,Web Portal,2024-12-08,Complaint,2,Approach modern politics idea others region simply heavy four wait again can.,AGT960,10.26,Central,Process,Customer Servicing,Product Feedback
FDB100451,CUST19039,James Shaw,Electronics,ELE-178,Social Media,2025-03-25,Complaint,5,Professor beyond image decide management structure too pretty.,AGT487,14.24,South,Process,Customer Servicing,Product Feedback
FDB100452,CUST14379,Sheryl Rodriguez,Sports,SPO-554,Email,2025-10-09,Positive,5,Clear wide west white including yes foot.,AGT714,39.81,South,Process,Customer Servicing,Product Feedback
FDB100453,CUST13793,Justin Palmer,Fashion,FAS-495,Social Media,2025-06-15,Suggestion,10,Often give oil letter short understand board.,AGT883,46.37,West,Process,Customer Servicing,Product Feedback
FDB100454,CUST17045,Alison Anderson,Appliances,APP-766,Social Media,2025-09-02,Positive,2,Respond knowledge expect image protect suffer feeling.,AGT602,11.95,North,Process,Customer Servicing,Product Feedback
FDB100455,CUST15934,Elizabeth Myers,Electronics,ELE-939,Mobile App,2025-03-11,Suggestion,9,Camera media meeting recognize perhaps three six price director.,AGT825,7.31,West,Process,Customer Servicing,Product Feedback
FDB100456,CUST19579,Elizabeth Brady DVM,Electronics,ELE-440,Email,2025-09-08,Complaint,7,Leg agent add appear analysis heavy work truth skin very late draw throw perform sign citizen especially participant.,AGT886,13.69,Central,Process,Customer Servicing,Product Feedback
FDB100457,CUST11346,Joshua Craig,Sports,SPO-891,Mobile App,2025-07-04,Neutral,10,Perhaps respond someone defense member voice talk meeting no sell wonder describe form really.,AGT809,41.25,Central,Process,Customer Servicing,Product Feedback
FDB100458,CUST12674,Gabriel Campbell,Fashion,FAS-468,In-Store Kiosk,2024-12-03,Suggestion,8,Chance against believe cup image brother get board draw from.,AGT524,43.6,West,Process,Customer Servicing,Product Feedback
FDB100459,CUST12365,Mr. John Mccann,Furniture,FUR-488,Email,2025-07-16,Suggestion,7,Great look movie make community kitchen fast bring green detail not listen.,AGT608,15.68,West,Process,Customer Servicing,Product Feedback
FDB100460,CUST17347,Micheal Rodriguez,Sports,SPO-214,Email,2025-07-30,Suggestion,8,Politics seek both include boy have red the air physical return too brother realize industry bill.,AGT507,2.76,Central,Process,Customer Servicing,Product Feedback
FDB100461,CUST10830,Emily Crawford,Automobile,AUT-542,Social Media,2025-09-05,Neutral,4,Above material even professional positive serve.,AGT890,2.65,West,Process,Customer Servicing,Product Feedback
FDB100462,CUST10376,Jason Lawrence,Electronics,ELE-153,Mobile App,2025-06-10,Neutral,1,West worry continue forward author public institution early health minute.,AGT271,37.8,Central,Process,Customer Servicing,Product Feedback
FDB100463,CUST19861,Jennifer Taylor,Healthcare,HEA-945,Web Portal,2024-12-14,Neutral,1,Ability mouth garden better race lot me.,AGT841,8.65,Central,Process,Customer Servicing,Product Feedback
FDB100464,CUST15818,Cynthia Benson,Fashion,FAS-490,Email,2025-09-12,Neutral,1,Physical kid wait only station truth maybe officer kitchen indicate.,AGT464,45.86,North,Process,Customer Servicing,Product Feedback
FDB100465,CUST10838,Steven Price,Furniture,FUR-272,Email,2025-05-06,Neutral,10,Rest remember keep political whole add natural score.,AGT721,24.31,South,Process,Customer Servicing,Product Feedback
FDB100466,CUST19867,Mitchell Wilson,Sports,SPO-545,Email,2024-12-30,Positive,5,Anything kid its design body condition.,AGT934,3.01,Central,Process,Customer Servicing,Product Feedback
FDB100467,CUST17833,Kelly Johnson,Automobile,AUT-197,Email,2025-09-15,Negative,4,Room plan of class budget throughout more off if anyone.,AGT586,29.31,West,Process,Customer Servicing,Product Feedback
FDB100468,CUST11997,Todd Sanders,Healthcare,HEA-481,In-Store Kiosk,2025-10-09,Suggestion,3,Radio blue list experience across middle speech.,AGT624,21.2,West,Process,Customer Servicing,Product Feedback
FDB100469,CUST10353,Rodney Sawyer,Furniture,FUR-435,Email,2025-05-24,Neutral,1,Discussion a home chair address relationship hope believe structure describe.,AGT494,2.71,South,Process,Customer Servicing,Product Feedback
FDB100470,CUST17150,Mary Anderson,Automobile,AUT-279,Mobile App,2025-01-07,Negative,4,Next memory manage majority they ask interest conference half.,AGT366,9.13,West,Process,Customer Servicing,Product Feedback
FDB100471,CUST15037,Michael Garner,Automobile,AUT-953,In-Store Kiosk,2025-08-17,Complaint,8,Tough like summer specific how beyond once bring hit.,AGT396,28.34,East,Process,Customer Servicing,Product Feedback
FDB100472,CUST14630,Theresa Keller,Fashion,FAS-972,Mobile App,2025-04-12,Suggestion,4,Value allow loss ever you performance war.,AGT945,37.84,South,Process,Customer Servicing,Product Feedback
FDB100473,CUST16985,Allison Carter,Automobile,AUT-850,Web Portal,2025-06-09,Positive,3,Each goal serve yard near technology.,AGT940,14.15,West,Process,Customer Servicing,Product Feedback
FDB100474,CUST13197,Jonathan Fritz,Sports,SPO-479,Mobile App,2025-03-03,Suggestion,8,Body simple add bank magazine size within late story especially garden.,AGT849,16.42,East,Process,Customer Servicing,Product Feedback
FDB100475,CUST16494,Christina Perez,Appliances,APP-277,In-Store Kiosk,2025-05-21,Complaint,1,Star expect wrong anything tree manage painting week represent whatever matter idea themselves gun.,AGT360,33.7,North,Process,Customer Servicing,Product Feedback
FDB100476,CUST16271,David Rodriguez,Sports,SPO-985,Social Media,2025-07-21,Neutral,7,Play arrive party tough half system office reach if think keep response item environment phone family process security wish white.,AGT715,3.86,East,Process,Customer Servicing,Product Feedback
FDB100477,CUST18409,Michelle Horn,Healthcare,HEA-737,Mobile App,2025-02-13,Negative,6,Southern strategy either build prepare purpose simple.,AGT197,34.21,Central,Process,Customer Servicing,Product Feedback
FDB100478,CUST11645,Mr. Cody Buchanan,Electronics,ELE-487,Web Portal,2025-09-15,Positive,6,High accept vote then effect rule structure recent type year attorney subject surface listen those true much.,AGT814,20.62,East,Process,Customer Servicing,Product Feedback
FDB100479,CUST11399,Jennifer Ward,Electronics,ELE-262,Social Media,2025-05-27,Positive,1,Also environment newspaper factor voice kid trip knowledge.,AGT803,44.51,East,Process,Customer Servicing,Product Feedback
FDB100480,CUST18926,James Walker,Appliances,APP-940,Web Portal,2025-01-01,Positive,6,Sit to different major long me from brother coach agent.,AGT320,10.92,West,Process,Customer Servicing,Product Feedback
FDB100481,CUST12266,Andrew Robles,Fashion,FAS-131,Social Media,2025-08-31,Complaint,2,Education far specific newspaper those line poor individual dog.,AGT617,6.15,West,Process,Customer Servicing,Product Feedback
FDB100482,CUST19668,Oscar Pineda,Furniture,FUR-107,In-Store Kiosk,2025-01-19,Complaint,1,Any will first large suddenly before traditional.,AGT314,4.2,East,Process,Customer Servicing,Product Feedback
FDB100483,CUST17207,Hannah Barnett,Sports,SPO-145,Email,2024-12-29,Suggestion,2,Bank investment instead purpose record yard two current become into relate behind many cup.,AGT938,18.97,Central,Process,Customer Servicing,Product Feedback
FDB100484,CUST14263,Regina Thompson,Electronics,ELE-621,Social Media,2025-09-30,Neutral,7,Quite pass quality responsibility consider three resource need effect movement building area set morning firm argue.,AGT575,6.47,North,Process,Customer Servicing,Product Feedback
FDB100485,CUST10097,Brian Davis,Fashion,FAS-267,Email,2025-09-02,Positive,9,Late ability physical most body themselves heavy field government politics hard since.,AGT610,16.65,South,Process,Customer Servicing,Product Feedback
FDB100486,CUST16554,Karla Roberts,Sports,SPO-615,Web Portal,2025-03-20,Complaint,3,Himself girl author wife control doctor couple left add.,AGT629,31.8,Central,Process,Customer Servicing,Product Feedback
FDB100487,CUST12893,Kimberly Delgado,Appliances,APP-883,Mobile App,2024-12-19,Positive,3,Yourself building go message whose skin understand section floor these want behavior sit at southern vote across through.,AGT263,25.12,North,Process,Customer Servicing,Product Feedback
FDB100488,CUST16726,Samuel Martin,Furniture,FUR-847,Social Media,2025-09-22,Negative,7,Institution federal picture exactly field care.,AGT888,40.19,North,Process,Customer Servicing,Product Feedback
FDB100489,CUST16163,Rebecca Oconnor,Appliances,APP-979,Mobile App,2025-04-18,Complaint,2,Look member into blood drive work but south ahead property police city.,AGT843,11.82,North,Process,Customer Servicing,Product Feedback
FDB100490,CUST13457,Tristan Wood,Electronics,ELE-556,Email,2025-07-31,Neutral,7,Congress the easy his local fish including clearly of I certainly win.,AGT475,28.97,West,Process,Customer Servicing,Product Feedback
FDB100491,CUST14316,Mr. Kelly Huang,Fashion,FAS-822,Web Portal,2024-10-25,Complaint,6,Develop again test ago expert investment budget myself institution about measure voice lay American record.,AGT373,42.15,Central,Process,Customer Servicing,Product Feedback
FDB100492,CUST11729,Amy Hill,Electronics,ELE-118,Mobile App,2025-10-15,Negative,4,Check court it blue assume protect half chance field than movie know.,AGT456,20.65,North,Process,Customer Servicing,Product Feedback
FDB100493,CUST10307,Jeffrey Martin,Automobile,AUT-101,Mobile App,2025-06-18,Suggestion,10,High election heavy color part live middle add forward.,AGT450,26.42,East,Process,Customer Servicing,Product Feedback
FDB100494,CUST11163,John Dixon,Appliances,APP-492,Social Media,2024-12-11,Negative,10,Various home magazine policy throughout.,AGT887,40.31,Central,Process,Customer Servicing,Product Feedback
FDB100495,CUST17890,Tracy Jones,Fashion,FAS-869,Mobile App,2024-10-30,Complaint,1,Prepare simple event pass pressure bit indeed.,AGT444,10.71,West,Process,Customer Servicing,Product Feedback
FDB100496,CUST14307,Sara Sanchez,Fashion,FAS-621,In-Store Kiosk,2025-10-15,Neutral,4,Author within as season role suddenly score language outside skill fish manage claim realize.,AGT445,13.86,Central,Process,Customer Servicing,Product Feedback
FDB100497,CUST13201,Kristin Cook,Healthcare,HEA-584,Mobile App,2025-07-02,Neutral,10,Reality subject recent heart often bag behind glass price rule personal owner.,AGT332,25.94,South,Process,Customer Servicing,Product Feedback
FDB100498,CUST15158,Natalie Robinson,Automobile,AUT-300,Web Portal,2025-01-11,Negative,9,Cup society force talk note me factor everyone artist.,AGT740,15.78,North,Process,Customer Servicing,Product Feedback
FDB100499,CUST10254,Pamela Walker,Fashion,FAS-830,Mobile App,2025-09-17,Negative,7,Certainly ever its discuss send support change.,AGT785,11.19,North,Process,Customer Servicing,Product Feedback
