Employee_ID,Employee_Name,Department,Job_Role,Training_Program,Training_Start_Date,Training_End_Date,Training_Status,Training_Mode,Training_Hours,Training_Score,Certification_Received,Feedback_Rating,Feedback_Comments,Data_Segment,Value_Domain,Data_Domain,Data_Value
EMP0408,Employee_408,IT,Analyst,Compliance Training,2025-09-04,2025-09-08,Not Started,Classroom,7,87.96,Yes,1,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0409,Employee_409,Finance,Manager,Project Management,2025-06-13,2025-07-13,In Progress,Online,24,74.88,No,4,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0410,Employee_410,Marketing,Consultant,Compliance Training,2025-09-25,2025-09-27,Not Started,Hybrid,18,91.52,Yes,3,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0411,Employee_411,HR,Manager,Soft Skills Workshop,2025-07-28,2025-08-01,In Progress,Online,36,75.6,No,5,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0412,Employee_412,Finance,Assistant,Data Science Certification,2025-10-06,2025-11-05,Completed,Classroom,24,70.88,Yes,4,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0413,Employee_413,HR,Analyst,Technical Upskilling,2025-08-19,2025-08-29,Completed,Hybrid,24,58.92,Yes,2,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0414,Employee_414,HR,Consultant,Soft Skills Workshop,2025-10-04,2025-10-23,Completed,Classroom,17,68.52,No,4,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0415,Employee_415,Operations,Analyst,Soft Skills Workshop,2025-07-01,2025-07-17,Completed,Classroom,34,57.7,No,1,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0416,Employee_416,Finance,Assistant,Technical Upskilling,2025-09-09,2025-09-26,Not Started,Online,8,80.68,No,3,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0417,Employee_417,Operations,Engineer,Data Science Certification,2025-09-21,2025-09-24,In Progress,Classroom,26,68.35,No,2,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0418,Employee_418,Marketing,Consultant,Compliance Training,2025-05-04,2025-05-24,In Progress,Hybrid,4,51.8,Yes,1,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0419,Employee_419,IT,Executive,Leadership Training,2025-04-29,2025-05-26,In Progress,Online,17,88.86,No,3,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0420,Employee_420,Operations,Consultant,Leadership Training,2025-06-27,2025-07-19,Completed,Online,17,71.69,No,4,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0421,Employee_421,Sales,Engineer,Compliance Training,2025-07-12,2025-07-31,In Progress,Classroom,9,51.83,No,5,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0422,Employee_422,Finance,Manager,Data Science Certification,2025-06-14,2025-07-09,Completed,Hybrid,21,85.52,No,4,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0423,Employee_423,IT,Consultant,Leadership Training,2025-09-07,2025-09-27,In Progress,Online,28,84.3,No,2,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0424,Employee_424,Marketing,Engineer,Soft Skills Workshop,2025-04-30,2025-05-29,Completed,Online,30,99.5,No,5,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0425,Employee_425,Finance,Analyst,Soft Skills Workshop,2025-08-22,2025-09-11,Not Started,Hybrid,16,52.68,No,3,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0426,Employee_426,Sales,Engineer,Compliance Training,2025-06-11,2025-06-23,Not Started,Online,37,97.42,Yes,3,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0427,Employee_427,Finance,Executive,Compliance Training,2025-05-05,2025-05-23,Completed,Classroom,32,70.71,No,1,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0428,Employee_428,IT,Engineer,Data Science Certification,2025-05-21,2025-06-18,In Progress,Classroom,29,75.26,Yes,5,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0429,Employee_429,IT,Engineer,Leadership Training,2025-05-05,2025-05-13,In Progress,Classroom,32,84.74,No,4,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0430,Employee_430,Marketing,Consultant,Leadership Training,2025-09-30,2025-10-30,Completed,Hybrid,9,50.26,Yes,5,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0431,Employee_431,Sales,Assistant,Compliance Training,2025-07-31,2025-08-27,Completed,Classroom,33,57.05,Yes,2,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0432,Employee_432,Sales,Analyst,Data Science Certification,2025-07-22,2025-07-23,Completed,Hybrid,20,84.51,Yes,5,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0433,Employee_433,IT,Engineer,Leadership Training,2025-05-03,2025-05-28,Completed,Online,36,54.78,Yes,1,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0434,Employee_434,Sales,Consultant,Soft Skills Workshop,2025-09-08,2025-09-19,Not Started,Classroom,11,61.76,Yes,1,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0435,Employee_435,Sales,Manager,Project Management,2025-10-12,2025-11-03,Completed,Online,40,98.33,Yes,3,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0436,Employee_436,Finance,Assistant,Leadership Training,2025-09-05,2025-09-16,In Progress,Hybrid,40,56.97,Yes,5,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0437,Employee_437,Operations,Manager,Technical Upskilling,2025-09-03,2025-09-07,In Progress,Hybrid,5,77.7,Yes,3,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0438,Employee_438,HR,Assistant,Compliance Training,2025-07-12,2025-07-22,In Progress,Online,29,60.42,Yes,3,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0439,Employee_439,Finance,Analyst,Technical Upskilling,2025-06-03,2025-06-14,In Progress,Classroom,12,77.5,No,5,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0440,Employee_440,Sales,Consultant,Compliance Training,2025-08-16,2025-09-03,In Progress,Classroom,37,97.15,Yes,5,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0441,Employee_441,Finance,Manager,Soft Skills Workshop,2025-08-13,2025-09-10,Completed,Classroom,35,87.83,No,1,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0442,Employee_442,Finance,Executive,Compliance Training,2025-08-21,2025-09-09,In Progress,Hybrid,19,89.1,No,4,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0443,Employee_443,Sales,Manager,Technical Upskilling,2025-08-13,2025-09-12,Not Started,Hybrid,10,91.51,Yes,2,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0444,Employee_444,Marketing,Consultant,Data Science Certification,2025-07-04,2025-07-06,In Progress,Online,9,87.87,No,5,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0445,Employee_445,Sales,Executive,Compliance Training,2025-09-05,2025-09-22,In Progress,Hybrid,8,50.24,Yes,4,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0446,Employee_446,Operations,Engineer,Technical Upskilling,2025-05-25,2025-05-29,Not Started,Online,26,52.12,No,1,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0447,Employee_447,HR,Analyst,Compliance Training,2025-08-23,2025-09-03,Completed,Online,12,96.44,No,5,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0448,Employee_448,Marketing,Consultant,Compliance Training,2025-06-01,2025-06-08,Completed,Online,27,84.2,No,2,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0449,Employee_449,IT,Engineer,Soft Skills Workshop,2025-09-10,2025-10-03,In Progress,Classroom,22,64.27,No,1,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0450,Employee_450,IT,Assistant,Project Management,2025-06-21,2025-07-11,In Progress,Online,6,75.5,Yes,2,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0451,Employee_451,Sales,Engineer,Data Science Certification,2025-07-07,2025-07-20,Not Started,Hybrid,5,56.03,No,3,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0452,Employee_452,IT,Assistant,Compliance Training,2025-06-26,2025-07-18,Not Started,Hybrid,40,63.14,Yes,1,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0453,Employee_453,HR,Consultant,Technical Upskilling,2025-05-04,2025-06-02,Not Started,Hybrid,25,69.41,No,4,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0454,Employee_454,Finance,Assistant,Compliance Training,2025-06-26,2025-07-17,In Progress,Hybrid,8,93.58,No,3,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0455,Employee_455,HR,Engineer,Soft Skills Workshop,2025-10-10,2025-11-06,Completed,Hybrid,30,56.48,Yes,5,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0456,Employee_456,HR,Manager,Compliance Training,2025-05-16,2025-06-04,Completed,Online,27,80.72,No,4,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0457,Employee_457,HR,Engineer,Soft Skills Workshop,2025-08-07,2025-08-25,In Progress,Online,31,95.97,Yes,2,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0458,Employee_458,Finance,Consultant,Technical Upskilling,2025-07-28,2025-08-18,Not Started,Hybrid,38,74.05,No,1,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0459,Employee_459,HR,Assistant,Technical Upskilling,2025-09-14,2025-09-24,Not Started,Hybrid,39,68.93,Yes,5,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0460,Employee_460,Sales,Manager,Leadership Training,2025-06-10,2025-06-14,In Progress,Online,16,83.99,No,3,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0461,Employee_461,Marketing,Engineer,Technical Upskilling,2025-06-10,2025-06-24,Not Started,Hybrid,10,87.66,Yes,5,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0462,Employee_462,Marketing,Engineer,Data Science Certification,2025-08-15,2025-09-05,In Progress,Classroom,22,74.09,Yes,2,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0463,Employee_463,HR,Analyst,Soft Skills Workshop,2025-09-08,2025-09-20,Completed,Hybrid,31,67.31,Yes,5,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0464,Employee_464,Marketing,Executive,Project Management,2025-09-11,2025-09-26,In Progress,Hybrid,16,87.89,Yes,4,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0465,Employee_465,IT,Engineer,Technical Upskilling,2025-08-20,2025-09-09,In Progress,Online,22,78.6,No,4,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0466,Employee_466,Sales,Engineer,Data Science Certification,2025-09-02,2025-09-11,Completed,Classroom,27,66.56,No,1,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0467,Employee_467,Finance,Executive,Leadership Training,2025-05-13,2025-05-16,Not Started,Online,18,72.69,Yes,2,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0468,Employee_468,Marketing,Analyst,Compliance Training,2025-10-01,2025-10-12,Completed,Classroom,4,65.36,Yes,2,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0469,Employee_469,HR,Assistant,Compliance Training,2025-10-14,2025-10-18,Not Started,Online,40,59.46,No,5,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0470,Employee_470,Finance,Manager,Data Science Certification,2025-06-18,2025-07-04,In Progress,Classroom,2,95.86,No,2,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0471,Employee_471,Operations,Analyst,Soft Skills Workshop,2025-09-22,2025-10-14,Not Started,Classroom,26,73.81,No,3,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0472,Employee_472,IT,Analyst,Technical Upskilling,2025-05-15,2025-06-05,Completed,Online,3,70.33,No,3,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0473,Employee_473,Finance,Analyst,Project Management,2025-06-01,2025-06-17,Not Started,Hybrid,35,53.71,Yes,4,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0474,Employee_474,Finance,Analyst,Soft Skills Workshop,2025-08-08,2025-09-07,In Progress,Classroom,5,66.33,Yes,1,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0475,Employee_475,Sales,Engineer,Data Science Certification,2025-09-08,2025-09-27,In Progress,Online,36,94.03,No,4,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0476,Employee_476,Finance,Engineer,Project Management,2025-08-13,2025-08-19,In Progress,Online,38,80.01,Yes,1,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0477,Employee_477,HR,Consultant,Soft Skills Workshop,2025-09-22,2025-09-24,Completed,Classroom,39,54.87,No,1,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0478,Employee_478,Operations,Executive,Technical Upskilling,2025-09-14,2025-09-23,In Progress,Hybrid,32,82.52,Yes,4,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0479,Employee_479,Sales,Engineer,Leadership Training,2025-09-24,2025-10-04,Not Started,Classroom,22,93.22,Yes,5,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0480,Employee_480,HR,Manager,Leadership Training,2025-07-30,2025-08-23,Not Started,Classroom,21,54.9,Yes,1,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0481,Employee_481,Finance,Consultant,Soft Skills Workshop,2025-08-08,2025-09-01,In Progress,Classroom,39,98.06,Yes,1,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0482,Employee_482,Operations,Analyst,Leadership Training,2025-04-23,2025-05-19,Completed,Hybrid,26,90.4,Yes,1,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0483,Employee_483,HR,Manager,Project Management,2025-07-28,2025-08-18,Completed,Classroom,9,59.35,Yes,5,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0484,Employee_484,Operations,Engineer,Project Management,2025-10-14,2025-10-24,In Progress,Online,27,70.66,No,4,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0485,Employee_485,Sales,Engineer,Project Management,2025-10-06,2025-10-19,Completed,Hybrid,23,57.4,Yes,1,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0486,Employee_486,Finance,Analyst,Data Science Certification,2025-06-18,2025-07-14,In Progress,Hybrid,5,60.48,Yes,5,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0487,Employee_487,Finance,Assistant,Compliance Training,2025-09-11,2025-09-28,In Progress,Hybrid,15,92.76,Yes,1,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0488,Employee_488,Sales,Engineer,Leadership Training,2025-09-20,2025-10-11,In Progress,Hybrid,3,76.87,Yes,5,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0489,Employee_489,Operations,Assistant,Soft Skills Workshop,2025-07-19,2025-07-24,Completed,Online,34,91.94,No,3,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0490,Employee_490,Marketing,Engineer,Soft Skills Workshop,2025-10-13,2025-10-23,In Progress,Hybrid,31,76.97,Yes,3,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0491,Employee_491,HR,Manager,Soft Skills Workshop,2025-07-12,2025-07-18,Not Started,Hybrid,27,82.89,No,2,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0492,Employee_492,Sales,Executive,Technical Upskilling,2025-08-21,2025-08-27,Not Started,Hybrid,9,99.14,No,2,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0493,Employee_493,HR,Consultant,Project Management,2025-09-26,2025-10-20,In Progress,Hybrid,36,88.67,No,3,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0494,Employee_494,Sales,Assistant,Technical Upskilling,2025-09-13,2025-10-13,Not Started,Hybrid,10,98.07,No,5,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0495,Employee_495,Operations,Manager,Soft Skills Workshop,2025-05-23,2025-06-01,In Progress,Online,2,79.13,No,4,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0496,Employee_496,IT,Assistant,Technical Upskilling,2025-08-30,2025-09-26,Completed,Hybrid,6,85.78,Yes,2,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0497,Employee_497,IT,Engineer,Compliance Training,2025-09-30,2025-10-09,In Progress,Classroom,31,77.74,No,2,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0498,Employee_498,Operations,Analyst,Leadership Training,2025-08-20,2025-09-11,Completed,Hybrid,37,64.2,Yes,1,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0499,Employee_499,IT,Manager,Data Science Certification,2025-08-21,2025-08-22,Completed,Classroom,17,82.93,Yes,5,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0500,Employee_500,HR,Executive,Soft Skills Workshop,2025-08-07,2025-08-22,Not Started,Classroom,14,82.94,Yes,5,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
